"word","in documents","total"
"radun_o",1.0,2.0
"radun_srbija",1.0,1.0
"radun_vidovdan",1.0,1.0
"radun_??????",1.0,1.0
"raicevic",1.0,4.0
"raicevic_gojko",1.0,1.0
"raicevic_in",1.0,1.0
"raicevic_intervju",1.0,1.0
"raicevic_najnovije",1.0,1.0
"rai?evi?",1.0,2.0
"rai?evi?_živim",1.0,1.0
"rai?evi?_?????",1.0,1.0
"rak_kako",1.0,4.0
"rak_lekovitim",1.0,1.0
"rakocevic",1.0,7.0
"rakocevic_crvena",1.0,1.0
"rakocevic_igor",1.0,1.0
"rakocevic_indijanapolis",1.0,1.0
"rakocevic_intervju",1.0,1.0
"rakocevic_jugoslavija",1.0,1.0
"rakocevic_najnovije",1.0,1.0
"rakocevic_srbija",1.0,1.0
"rako?evi?",1.0,2.0
"rako?evi?_današnji",1.0,1.0
"rako?evi?_????",1.0,1.0
"rale",1.0,3.0
"rale_milenkovic",1.0,1.0
"rale_milenkovi?",1.0,2.0
"rapsodija",1.0,3.0
"rapsodija_aleksandar",1.0,1.0
"rapsodija_dripacka",1.0,1.0
"rapsodija_dripa?ka",1.0,1.0
"rasim",1.0,1.0
"rasim_ljaji?",1.0,1.0
"raskovic",1.0,12.0
"raskovic_ivic",1.0,12.0
"raspad",1.0,2.0
"raspad_jugoslavije",1.0,2.0
"raste",1.0,1.0
"raste_balkan",1.0,1.0
"rat_balkan",1.0,3.0
"rat_domagoj",1.0,2.0
"rat_i",1.0,2.0
"rat_intervju",1.0,2.0
"rat_izmedju",1.0,2.0
"rat_izme?u",1.0,1.0
"rat_na",1.0,5.0
"rat_preti",1.0,1.0
"rat_protiv",1.0,1.0
"rat_savez",1.0,2.0
"rat_svom",1.0,1.0
"rat_u",1.0,5.0
"rat_za",1.0,2.0
"rata",1.0,15.0
"rata_balkan",1.0,1.0
"rata_i",1.0,1.0
"rata_miroljub",1.0,12.0
"rata_nisu",1.0,1.0
"ratni",1.0,2.0
"ratni_zlocinac",1.0,1.0
"ratni_zlo?inac",1.0,1.0
"ratnici",1.0,1.0
"ratnici_balkan",1.0,1.0
"ratnih",1.0,2.0
"ratnih_sukoba",1.0,2.0
"ratnik",1.0,1.0
"ratnik_sverc",1.0,1.0
"ratova",1.0,1.0
"ratova_na",1.0,1.0
"ratovi",1.0,1.0
"ratovi_krize",1.0,1.0
"ratovima",1.0,1.0
"ratovima_sa",1.0,1.0
"ratu",1.0,9.0
"ratu_balkan",1.0,2.0
"ratu_drugi",1.0,1.0
"ratu_u",1.0,4.0
"ratu_vojin",1.0,2.0
"ratuju",1.0,1.0
"ratuju_za",1.0,1.0
"ravna",1.0,3.0
"ravna_gora",1.0,2.0
"ravna_plo?a",1.0,1.0
"ravnogorski",1.0,2.0
"ravnogorski_pokret",1.0,2.0
"razapinju",1.0,1.0
"razapinju_kristijan",1.0,1.0
"razbijanje",1.0,1.0
"razbijanje_republike",1.0,1.0
"razbije",1.0,1.0
"razbije_srbiju",1.0,1.0
"razlikuje",1.0,1.0
"razlikuje_od",1.0,1.0
"raznatovic",1.0,7.0
"raznatovic_arkan",1.0,7.0
"razocaran",1.0,1.0
"razocaran_sam",1.0,1.0
"razotkriva",1.0,1.0
"razotkriva_mnoge",1.0,1.0
"razo?aran",1.0,1.0
"razo?aran_sam",1.0,1.0
"razo?arao",1.0,2.0
"razo?arao_sam",1.0,1.0
"razo?arao_zbog",1.0,1.0
"razvoj",1.0,1.0
"razvoj_srbije",1.0,1.0
"raškovi?",1.0,6.0
"raškovi?_ivi?",1.0,6.0
"rec_toma",1.0,1.0
"reditelj",1.0,1.0
"reditelj_ljubisa",1.0,1.0
"redzepovic",1.0,5.0
"redzepovic_danilo",1.0,2.0
"redzepovic_intervju",1.0,2.0
"redzepovic_podrzao",1.0,1.0
"redžepovi?",1.0,3.0
"redžepovi?_podržao",1.0,1.0
"redžepovi?_??????",1.0,2.0
"referendum",1.0,7.0
"referendum_bosko",1.0,4.0
"referendum_milorad",1.0,1.0
"referendum_u",1.0,1.0
"referendum_za",1.0,1.0
"regeneracija",1.0,2.0
"regeneracija_ideje",1.0,2.0
"regionu",1.0,2.0
"regionu_balkan",1.0,1.0
"regionu_su",1.0,1.0
"rehabilitacija",1.0,1.0
"rehabilitacija_milana",1.0,1.0
"religija",1.0,1.0
"religija_monah",1.0,1.0
"rep_juice",1.0,1.0
"reper",1.0,1.0
"reper_vukasin",1.0,1.0
"reprezentacija",1.0,1.0
"reprezentacija_uvek",1.0,1.0
"reprezentaciju",1.0,1.0
"reprezentaciju_balkan",1.0,1.0
"republici",1.0,1.0
"republici_srpskoj",1.0,1.0
"republika",1.0,18.0
"republika_dejan",1.0,1.0
"republika_jugoslavija",1.0,1.0
"republika_micko",1.0,1.0
"republika_pavel",1.0,1.0
"republika_srpska",1.0,13.0
"republika_zahar",1.0,1.0
"republikanska",1.0,8.0
"republikanska_stranka",1.0,8.0
"republikanske",1.0,1.0
"republikanske_stranke",1.0,1.0
"republike",1.0,3.0
"republike_srpske",1.0,3.0
"revolucija",1.0,7.0
"revolucija_da",1.0,1.0
"revolucija_intervju",1.0,3.0
"revolucija_protiv",1.0,1.0
"revolucija_vukasin",1.0,1.0
"revolucija_?e",1.0,1.0
"revolucije",1.0,1.0
"revolucije_balkan",1.0,1.0
"rezim",1.0,8.0
"rezim_dragan",1.0,7.0
"rezim_intervju",1.0,1.0
"rezultate",1.0,1.0
"rezultate_balkan",1.0,1.0
"rezultati",1.0,1.0
"rezultati_preporu?e",1.0,1.0
"re?i",1.0,1.0
"re?i_da",1.0,1.0
"reši",1.0,1.0
"reši_nikoli?a",1.0,1.0
"režim",1.0,4.0
"režim_je",1.0,1.0
"režim_rizikuje",1.0,1.0
"režim_zamajava",1.0,1.0
"režim_štite",1.0,1.0
"režima",1.0,3.0
"režima_balkan",1.0,3.0
"režimu",1.0,1.0
"režimu_se",1.0,1.0
"riblja",1.0,2.0
"riblja_corba",1.0,1.0
"riblja_?orba",1.0,1.0
"rijaliti",1.0,1.0
"rijaliti_jer",1.0,1.0
"ringu",1.0,1.0
"ringu_za",1.0,1.0
"ristic",1.0,13.0
"ristic_buba",1.0,1.0
"ristic_goli",1.0,1.0
"ristic_intervju",1.0,2.0
"ristic_jugoslovenska",1.0,1.0
"ristic_jul",1.0,1.0
"ristic_maric",1.0,1.0
"ristic_najnovije",1.0,2.0
"ristic_osumnjiceni",1.0,1.0
"ristic_reditelj",1.0,1.0
"ristic_??????",1.0,1.0
"ristic_??????",1.0,1.0
"ristivojevic",1.0,1.0
"ristivojevic_branislav",1.0,1.0
"ristivojevi?",1.0,2.0
"ristivojevi?_svako",1.0,1.0
"ristivojevi?_?????????",1.0,1.0
"risti?",1.0,4.0
"risti?_aleksandar",1.0,1.0
"risti?_ljubisa",1.0,1.0
"risti?_milo",1.0,1.0
"risti?_žele",1.0,1.0
"rituale",1.0,1.0
"rituale_širom",1.0,1.0
"rizikuje",1.0,1.0
"rizikuje_mir",1.0,1.0
"roberto",1.0,9.0
"roberto_quaglia",1.0,9.0
"robin",1.0,1.0
"robin_hud",1.0,1.0
"robovi",1.0,2.0
"robovi_vlasti",1.0,2.0
"rodoljubiva",1.0,3.0
"rodoljubiva_opozicija",1.0,3.0
"rok_balkan",1.0,1.0
"rs_????????????",1.0,2.0
"rts_bosko",1.0,1.0
"rubu",1.0,3.0
"rubu_znanosti",1.0,3.0
"rudic",1.0,1.0
"rudic_intervju",1.0,1.0
"rudi?",1.0,2.0
"rudi?_slobodana",1.0,1.0
"rudi?_????",1.0,1.0
"ruka",1.0,1.0
"ruka_rusije",1.0,1.0
"rukama",1.0,1.0
"rukama_vladara",1.0,1.0
"rupe",1.0,1.0
"rupe_balkan",1.0,1.0
"ruse",1.0,2.0
"ruse_balkan",1.0,1.0
"ruse_dokumentarne",1.0,1.0
"rusenje",1.0,17.0
"rusenje_f",1.0,1.0
"rusenje_jugoslavije",1.0,14.0
"rusenje_milosevica",1.0,1.0
"rusenje_nevidljivog",1.0,1.0
"rusi",1.0,2.0
"rusi_i",1.0,1.0
"rusi_su",1.0,1.0
"rusija",1.0,10.0
"rusija_dejan",1.0,1.0
"rusija_koristi",1.0,1.0
"rusija_nije",1.0,1.0
"rusija_radomir",1.0,4.0
"rusija_savetnik",1.0,1.0
"rusija_savez",1.0,1.0
"rusija_zahar",1.0,1.0
"rusije",1.0,7.0
"rusije_balkan",1.0,1.0
"rusije_je",1.0,1.0
"rusije_nemacka",1.0,1.0
"rusije_nocna",1.0,1.0
"rusije_uskoro",1.0,2.0
"rusije_uvek",1.0,1.0
"rusiji",1.0,3.0
"rusiji_i",1.0,2.0
"rusiji_intervju",1.0,1.0
"rusijom",1.0,1.0
"rusijom_i",1.0,1.0
"rusiju",1.0,1.0
"rusiju_kroz",1.0,1.0
"ruski",1.0,2.0
"ruski_pritisak",1.0,2.0
"ruskog",1.0,1.0
"ruskog_naoruzanja",1.0,1.0
"rusku",1.0,1.0
"rusku_mitomaniju",1.0,1.0
"ruzic",1.0,5.0
"ruzic_balkan",1.0,1.0
"ruzic_intervju",1.0,1.0
"ruzic_milosevic",1.0,1.0
"ruzic_socijalisticka",1.0,1.0
"ruzic_sps",1.0,1.0
"rušenje",1.0,1.0
"rušenje_jugoslavije",1.0,1.0
"ruši",1.0,1.0
"ruši_zvani?nu",1.0,1.0
"ruži?",1.0,2.0
"ruži?_slobodan",1.0,1.0
"ruži?_??????",1.0,1.0
"s_?????",1.0,1.0
"sa_albanskom",1.0,1.0
"sa_ivanom",1.0,2.0
"sa_kosara",1.0,2.0
"sa_kosova",1.0,1.0
"sa_košara",1.0,1.0
"sa_le?a",1.0,1.0
"sa_navija?ima",1.0,1.0
"sa_njima",1.0,1.0
"sa_rusijom",1.0,1.0
"sa_svetom",1.0,1.0
"sa_tesom",1.0,7.0
"sa_ukrajinom",1.0,1.0
"sa_vlasti",1.0,3.0
"sa_zoranom",1.0,2.0
"sa_?avolom",1.0,1.0
"sa_žestokim",1.0,1.0
"sabac",1.0,3.0
"sabac_velja",1.0,3.0
"sabor",1.0,1.0
"sabor_zavetnici",1.0,1.0
"saborje",1.0,1.0
"saborje_??????",1.0,1.0
"sad_ce",1.0,1.0
"sad_i",1.0,1.0
"sad_?e",1.0,1.0
"sada",1.0,3.0
"sada_intervju",1.0,2.0
"sada_pod",1.0,1.0
"salju",1.0,2.0
"salju_svoje",1.0,1.0
"salju_vojnike",1.0,1.0
"salute",1.0,1.0
"salute_intervju",1.0,1.0
"sam_bespomo?an",1.0,1.0
"sam_bio",1.0,2.0
"sam_da",1.0,1.0
"sam_lepomir",1.0,1.0
"sam_na",1.0,3.0
"sam_nadmo?an",1.0,1.0
"sam_optimizmom",1.0,1.0
"sam_otkrio",1.0,2.0
"sam_pobedila",1.0,1.0
"sam_postao",1.0,1.0
"sam_protiv",1.0,1.0
"sam_rak",1.0,2.0
"sam_se",1.0,3.0
"sam_sebi",1.0,1.0
"sam_smetao",1.0,1.0
"sam_sve",1.0,1.0
"sam_svetski",1.0,1.0
"sam_upozorila",1.0,1.0
"sam_uz",1.0,1.0
"sam_u?io",1.0,1.0
"sam_voleo",1.0,1.0
"sam_vredan",1.0,1.0
"sam_vucica",1.0,2.0
"sam_vu?i?a",1.0,1.0
"sam_zbog",1.0,1.0
"sam_?in?i?a",1.0,1.0
"samar",1.0,2.0
"samar_vucica",1.0,1.0
"samar_zoran",1.0,1.0
"samardzic",1.0,17.0
"samardzic_cetnici",1.0,3.0
"samardzic_draza",1.0,2.0
"samardzic_intervju",1.0,3.0
"samardzic_miloslav",1.0,6.0
"samardzic_najnovije",1.0,3.0
"samardži?",1.0,6.0
"samardži?_draža",1.0,1.0
"samardži?_komunisti",1.0,1.0
"samardži?_senke",1.0,1.0
"samardži?_????????",1.0,3.0
"samo",1.0,17.0
"samo_ameri?ke",1.0,1.0
"samo_dno",1.0,1.0
"samo_glumi",1.0,1.0
"samo_jako",1.0,3.0
"samo_je",1.0,1.0
"samo_kao",1.0,1.0
"samo_marionete",1.0,1.0
"samo_pion",1.0,1.0
"samo_po?etak",1.0,1.0
"samo_propada",1.0,1.0
"samo_sankcije",1.0,1.0
"samo_sebe",1.0,1.0
"samo_uvod",1.0,1.0
"samo_virtuelne",1.0,1.0
"samo_zbog",1.0,1.0
"sampioni",1.0,1.0
"sampioni_darko",1.0,1.0
"sanda",1.0,18.0
"sanda_raskovic",1.0,12.0
"sanda_raškovi?",1.0,6.0
"sandi",1.0,2.0
"sandi_milos",1.0,2.0
"sandic",1.0,12.0
"sandic_glas",1.0,2.0
"sandic_gusle",1.0,2.0
"sandic_intervju",1.0,2.0
"sandic_najnovije",1.0,2.0
"sandic_narodni",1.0,2.0
"sandic_vukojica",1.0,2.0
"sandi?",1.0,4.0
"sandi?_gusle",1.0,2.0
"sandi?_????????",1.0,2.0
"sandulovic",1.0,28.0
"sandulovic_intervju",1.0,5.0
"sandulovic_kradja",1.0,4.0
"sandulovic_najnovije",1.0,4.0
"sandulovic_nikola",1.0,6.0
"sandulovic_vucic",1.0,5.0
"sandulovic_??????",1.0,4.0
"sandulovi?",1.0,11.0
"sandulovi?_opozicija",1.0,1.0
"sandulovi?_upozorio",1.0,1.0
"sandulovi?_vucic",1.0,4.0
"sandulovi?_vu?i?",1.0,2.0
"sandulovi?_vu?i?eva",1.0,1.0
"sandulovi?_??????",1.0,2.0
"sandzak",1.0,2.0
"sandzak_muamer",1.0,2.0
"sandžak",1.0,2.0
"sandžak_muftija",1.0,1.0
"sandžak_nikada",1.0,1.0
"sandža?ki",1.0,1.0
"sandža?ki_muftija",1.0,1.0
"sankcije",1.0,4.0
"sankcije_i",1.0,1.0
"sankcije_rusiji",1.0,3.0
"sanken",1.0,8.0
"sanken_vesna",1.0,1.0
"sanken_wesna",1.0,7.0
"santa",1.0,1.0
"santa_maria",1.0,1.0
"sanu",1.0,2.0
"sanu_intervju",1.0,1.0
"sanu_istori?ar",1.0,1.0
"sapic",1.0,28.0
"sapic_aleksandar",1.0,5.0
"sapic_intervju",1.0,5.0
"sapic_kad",1.0,3.0
"sapic_najnovije",1.0,3.0
"sapic_novi",1.0,3.0
"sapic_olimpijske",1.0,3.0
"sapic_utisak",1.0,3.0
"sapic_waterpolo",1.0,3.0
"saradnici",1.0,1.0
"saradnici_obi?ne",1.0,1.0
"saradnik",1.0,1.0
"saradnik_okupatora",1.0,1.0
"sarajevo",1.0,1.0
"sarajevo_damir",1.0,1.0
"sarajevu",1.0,1.0
"sarajevu_nele",1.0,1.0
"sara?uju",1.0,1.0
"sara?uju_sa",1.0,1.0
"saric",1.0,2.0
"saric_darko",1.0,1.0
"saric_?????",1.0,1.0
"sarmu",1.0,1.0
"sarmu_probo",1.0,1.0
"sarovic",1.0,8.0
"sarovic_bosko",1.0,1.0
"sarovic_intervju",1.0,1.0
"sarovic_najnovije",1.0,1.0
"sarovic_nemanja",1.0,1.0
"sarovic_o",1.0,1.0
"sarovic_seselj",1.0,1.0
"sarovic_srs",1.0,1.0
"sarovic_vuk",1.0,1.0
"sasa",1.0,35.0
"sasa_jankovic",1.0,3.0
"sasa_radulovic",1.0,31.0
"sasa_rudic",1.0,1.0
"sataniste",1.0,1.0
"sataniste_u",1.0,1.0
"satanisti",1.0,2.0
"satanisti_i",1.0,1.0
"satanisti_opsednuti",1.0,1.0
"satanisti?ke",1.0,1.0
"satanisti?ke_rituale",1.0,1.0
"satanizam",1.0,5.0
"satanizam_i",1.0,1.0
"satanizam_svetozar",1.0,4.0
"satanizma",1.0,1.0
"satanizma_i",1.0,1.0
"satanizuje",1.0,1.0
"satanizuje_opoziciju",1.0,1.0
"savetnik",1.0,14.0
"savetnik_japanskog",1.0,3.0
"savetnik_je",1.0,1.0
"savetnik_slobodana",1.0,2.0
"savetnik_vucica",1.0,8.0
"savez",1.0,6.0
"savez_izmedju",1.0,1.0
"savez_izme?u",1.0,1.0
"savez_komunisti?ke",1.0,1.0
"savez_nemacke",1.0,1.0
"savez_pravoslavnih",1.0,2.0
"savezna",1.0,1.0
"savezna_federativna",1.0,1.0
"savic",1.0,4.0
"savic_republikanska",1.0,1.0
"savic_??????",1.0,1.0
"savic_???????",1.0,1.0
"savic_????????",1.0,1.0
"savi?",1.0,5.0
"savi?_miodrag",1.0,2.0
"savi?_viktor",1.0,1.0
"savi?_vojska",1.0,1.0
"savi?_?ast",1.0,1.0
"sa?uva",1.0,1.0
"sa?uva_vojnu",1.0,1.0
"sa?uvaju",1.0,1.0
"sa?uvaju_srpska",1.0,1.0
"sa?uvala",1.0,1.0
"sa?uvala_neutralnost",1.0,1.0
"sa?uvali",1.0,2.0
"sa?uvali_srbiju",1.0,2.0
"sa?uvamo",1.0,1.0
"sa?uvamo_vu?i?a",1.0,1.0
"sa?uvati",1.0,3.0
"sa?uvati_dobre",1.0,1.0
"sa?uvati_kao",1.0,1.0
"sa?uvati_pravoslavlje",1.0,1.0
"saša",1.0,16.0
"saša_jankovi?",1.0,3.0
"saša_mirkovi?",1.0,4.0
"saša_radulovi?",1.0,7.0
"saša_rudi?",1.0,2.0
"scenarista",1.0,1.0
"scenarista_nebojsa",1.0,1.0
"sceni",1.0,1.0
"sceni_balkan",1.0,1.0
"se_bes",1.0,1.0
"se_bliži",1.0,1.0
"se_bogate",1.0,1.0
"se_bore",1.0,1.0
"se_borili",1.0,1.0
"se_borio",1.0,1.0
"se_boriti",1.0,1.0
"se_ceo",1.0,1.0
"se_da",1.0,2.0
"se_desiti",1.0,1.0
"se_dešava",1.0,1.0
"se_dokazivao",1.0,1.0
"se_intervju",1.0,1.0
"se_izboriti",1.0,1.0
"se_mora",1.0,5.0
"se_najbolje",1.0,1.0
"se_najviše",1.0,1.0
"se_nastaviti",1.0,1.0
"se_ne",1.0,2.0
"se_nemilosrdno",1.0,1.0
"se_ne?e",1.0,1.0
"se_ni?ega",1.0,1.0
"se_novi",1.0,1.0
"se_od",1.0,1.0
"se_odbaci",1.0,1.0
"se_odre?i",1.0,1.0
"se_odri?u",1.0,1.0
"se_ose?a",1.0,1.0
"se_oslobodi",1.0,1.0
"se_otudjila",1.0,2.0
"se_otu?ila",1.0,1.0
"se_oženi",1.0,1.0
"se_ponovo",1.0,1.0
"se_porodica",1.0,1.0
"se_probudi",1.0,1.0
"se_protiv",1.0,1.0
"se_razo?arao",1.0,1.0
"se_reši",1.0,1.0
"se_smu?ili",1.0,1.0
"se_sukobim",1.0,1.0
"se_sve",1.0,1.0
"se_tamo",1.0,1.0
"se_u",1.0,8.0
"se_vratiti",1.0,1.0
"se_za",1.0,1.0
"se_?uvaju",1.0,1.0
"se_žrtvovali",1.0,1.0
"sebe",1.0,6.0
"sebe_balkan",1.0,2.0
"sebe_i",1.0,1.0
"sebe_kroz",1.0,1.0
"sebe_za",1.0,2.0
"sebi",1.0,1.0
"sebi_balkan",1.0,1.0
"sedam",1.0,1.0
"sedam_jaha?a",1.0,1.0
"seih",1.0,2.0
"seih_imran",1.0,2.0
"seksolog",1.0,1.0
"seksolog_intervju",1.0,1.0
"sekte",1.0,2.0
"sekte_intervju",1.0,1.0
"sekte_su",1.0,1.0
"selic",1.0,2.0
"selic_marchelo",1.0,1.0
"selic_marko",1.0,1.0
"selima",1.0,1.0
"selima_balkan",1.0,1.0
"semena",1.0,1.0
"semena_miladin",1.0,1.0
"senke",1.0,15.0
"senke_balkan",1.0,4.0
"senke_i",1.0,2.0
"senke_imaju",1.0,1.0
"senke_intervju",1.0,1.0
"senke_je",1.0,1.0
"senke_marko",1.0,2.0
"senke_mogu",1.0,1.0
"senke_nad",1.0,3.0
"seoba",1.0,1.0
"seoba_slovena",1.0,1.0
"septembar",1.0,3.0
"septembar_intervju",1.0,1.0
"septembar_je",1.0,1.0
"septembar_roberto",1.0,1.0
"seselj",1.0,61.0
"seselj_aleksandar",1.0,2.0
"seselj_balkan",1.0,1.0
"seselj_ceda",1.0,1.0
"seselj_cirilica",1.0,3.0
"seselj_goli",1.0,3.0
"seselj_i",1.0,3.0
"seselj_intervju",1.0,8.0
"seselj_ivan",1.0,1.0
"seselj_izbori",1.0,1.0
"seselj_kosovo",1.0,1.0
"seselj_mila",1.0,1.0
"seselj_n",1.0,6.0
"seselj_najnovije",1.0,4.0
"seselj_nemanja",1.0,1.0
"seselj_nikola",1.0,3.0
"seselj_olja",1.0,3.0
"seselj_srbin",1.0,1.0
"seselj_tesa",1.0,3.0
"seselj_vojislav",1.0,7.0
"seselj_vuk",1.0,1.0
"seselj_ziva",1.0,3.0
"seselj_????????",1.0,4.0
"seselju",1.0,1.0
"seselju_dejan",1.0,1.0
"sestricina",1.0,1.0
"sestricina_jovanke",1.0,1.0
"set_me?u",1.0,1.0
"sevarlic",1.0,7.0
"sevarlic_agroekonomista",1.0,1.0
"sevarlic_gmo",1.0,1.0
"sevarlic_intervju",1.0,1.0
"sevarlic_miladin",1.0,1.0
"sevarlic_najnovije",1.0,1.0
"sevarlic_srpska",1.0,2.0
"severnoj",1.0,1.0
"severnoj_koreji",1.0,1.0
"se?anje",1.0,1.0
"se?anje_na",1.0,1.0
"sheikh",1.0,2.0
"sheikh_imran",1.0,2.0
"shipibo",1.0,3.0
"shipibo_amazon",1.0,1.0
"shipibo_intervju",1.0,1.0
"shipibo_sanken",1.0,1.0
"show",1.0,1.0
"show_milenko",1.0,1.0
"shvati",1.0,1.0
"shvati_da",1.0,1.0
"shvatila",1.0,1.0
"shvatila_šta",1.0,1.0
"si_mi",1.0,2.0
"siguran",1.0,1.0
"siguran_sam",1.0,1.0
"sigurno",1.0,3.0
"sigurno_najve?i",1.0,1.0
"sigurno_pobediti",1.0,1.0
"sigurno_?u",1.0,1.0
"sikiracije",1.0,1.0
"sikiracije_ljubi",1.0,1.0
"sila",1.0,1.0
"sila_koje",1.0,1.0
"sile",1.0,2.0
"sile_da",1.0,1.0
"sile_mogu",1.0,1.0
"siluju",1.0,1.0
"siluju_i",1.0,1.0
"simo",1.0,10.0
"simo_spasic",1.0,8.0
"simo_spasi?",1.0,2.0
"simonjan",1.0,7.0
"simonjan_intervju",1.0,1.0
"simonjan_jermenija",1.0,1.0
"simonjan_najnovije",1.0,1.0
"simonjan_srbija",1.0,3.0
"simonjan_??????",1.0,1.0
"simonovic",1.0,23.0
"simonovic_duci",1.0,8.0
"simonovic_intervju",1.0,3.0
"simonovic_najnovije",1.0,3.0
"simonovic_o",1.0,3.0
"simonovic_revolucija",1.0,2.0
"simonovic_????????",1.0,4.0
"simonovi?",1.0,16.0
"simonovi?_basketball",1.0,4.0
"simonovi?_duci",1.0,4.0
"simonovi?_kapitalisti?ka",1.0,1.0
"simonovi?_ljubodrag",1.0,4.0
"simonovi?_potrebna",1.0,1.0
"simonovi?_srbijom",1.0,1.0
"simonovi?_vu?i?",1.0,1.0
"sindikat",1.0,32.0
"sindikat_alal",1.0,4.0
"sindikat_balada",1.0,4.0
"sindikat_beogradski",1.0,4.0
"sindikat_kasno",1.0,4.0
"sindikat_poroci",1.0,4.0
"sindikat_sistem",1.0,4.0
"sindikat_vec",1.0,2.0
"sindikat_welcome",1.0,4.0
"sindikat_škabo",1.0,2.0
"sinisa",1.0,1.0
"sinisa_kovacevic",1.0,1.0
"siniša",1.0,2.0
"siniša_kova?evi?",1.0,2.0
"sin?eli?",1.0,1.0
"sin?eli?_gra?anski",1.0,1.0
"sirija",1.0,1.0
"sirija_dejan",1.0,1.0
"sirije",1.0,2.0
"sirije_aleksandar",1.0,1.0
"sirije_intervju",1.0,1.0
"sistem",1.0,10.0
"sistem_balkan",1.0,3.0
"sistem_funkcioniše",1.0,1.0
"sistem_i",1.0,1.0
"sistem_koji",1.0,1.0
"sistem_te",1.0,4.0
"sistema",1.0,4.0
"sistema_balkan",1.0,3.0
"sistema_je",1.0,1.0
"sitnim",1.0,1.0
"sitnim_aferama",1.0,1.0
"situacije",1.0,1.0
"situacije_u",1.0,1.0
"siva",1.0,1.0
"siva_ekonomija",1.0,1.0
"sive",1.0,3.0
"sive_ekonomije",1.0,3.0
"skabo",1.0,2.0
"skabo_?????",1.0,2.0
"sklekova",1.0,2.0
"sklekova_kristijan",1.0,2.0
"skoj",1.0,2.0
"skoj_komunizam",1.0,1.0
"skoj_savez",1.0,1.0
"skoro",1.0,2.0
"skoro_sve",1.0,1.0
"skoro_?????",1.0,1.0
"skuplja",1.0,1.0
"skuplja_se",1.0,1.0
"sky_wikler",1.0,1.0
"slagali",1.0,1.0
"slagali_ceo",1.0,1.0
"slavisa",1.0,5.0
"slavisa_k",1.0,1.0
"slavisa_miljkovic",1.0,4.0
"slaviša",1.0,3.0
"slaviša_k",1.0,2.0
"slaviša_miljkovi?",1.0,1.0
"slavjansko",1.0,1.0
"slavjansko_saborje",1.0,1.0
"slavko",1.0,55.0
"slavko_nikic",1.0,41.0
"slavko_niki?",1.0,14.0
"slavne",1.0,2.0
"slavne_istorije",1.0,1.0
"slavne_pretke",1.0,1.0
"slikar",1.0,2.0
"slikar_vladan",1.0,2.0
"slikarstva",1.0,1.0
"slikarstva_sam",1.0,1.0
"slike",1.0,1.0
"slike_vladan",1.0,1.0
"slobodan",1.0,48.0
"slobodan_antonic",1.0,6.0
"slobodan_antoni?",1.0,3.0
"slobodan_komazec",1.0,20.0
"slobodan_milosevic",1.0,15.0
"slobodan_miloševi?",1.0,4.0
"slobodana",1.0,3.0
"slobodana_milosevica",1.0,2.0
"slobodana_miloševi?a",1.0,1.0
"slobodarski",1.0,1.0
"slobodarski_pokret",1.0,1.0
"slobode",1.0,1.0
"slobode_balkan",1.0,1.0
"slobodnih",1.0,4.0
"slobodnih_gradjana",1.0,2.0
"slobodnih_gra?ana",1.0,2.0
"slobodu",1.0,9.0
"slobodu_balkan",1.0,3.0
"slobodu_dokumentarne",1.0,1.0
"slobodu_goran",1.0,4.0
"slobodu_u",1.0,1.0
"slobu",1.0,1.0
"slobu_i",1.0,1.0
"slom",1.0,1.0
"slom_finansijskog",1.0,1.0
"slomi",1.0,1.0
"slomi_ki?mu",1.0,1.0
"slovena",1.0,1.0
"slovena_arhive",1.0,1.0
"sloveni",1.0,1.0
"sloveni_uz",1.0,1.0
"slovenskih",1.0,1.0
"slovenskih_naroda",1.0,1.0
"sluzba",1.0,3.0
"sluzba_intervju",1.0,2.0
"sluzba_tapi",1.0,1.0
"sluzbe",1.0,1.0
"sluzbe_?????",1.0,1.0
"služba",1.0,1.0
"služba_je",1.0,1.0
"službe",1.0,15.0
"službe_balkan",1.0,1.0
"službe_bezbednosti",1.0,1.0
"službe_finansiraju",1.0,1.0
"službe_i",1.0,1.0
"službe_intervju",1.0,1.0
"službe_kontrolišu",1.0,1.0
"službe_majkl",1.0,1.0
"službe_namerno",1.0,1.0
"službe_organizuju",1.0,1.0
"službe_prate",1.0,1.0
"službe_stoje",1.0,1.0
"službe_su",1.0,3.0
"službe_tajkuni",1.0,1.0
"službi",1.0,3.0
"službi_balkan",1.0,3.0
"smanjenje",1.0,1.0
"smanjenje_broja",1.0,1.0
"sme_da",1.0,2.0
"sme_vu?i?u",1.0,1.0
"smem",1.0,1.0
"smem_da",1.0,1.0
"smemo",1.0,8.0
"smemo_biti",1.0,2.0
"smemo_da",1.0,1.0
"smemo_dozvoliti",1.0,2.0
"smemo_više",1.0,1.0
"smemo_zaboraviti",1.0,2.0
"smeta",1.0,1.0
"smeta_naša",1.0,1.0
"smetao",1.0,1.0
"smetao_vu?i?u",1.0,1.0
"smiljanic",1.0,1.0
"smiljanic_powerlifting",1.0,1.0
"smiljani?",1.0,2.0
"smiljani?_milan",1.0,1.0
"smiljani?_oduvek",1.0,1.0
"sminkerka",1.0,5.0
"sminkerka_jelena",1.0,5.0
"smo_da",1.0,1.0
"smo_deca",1.0,1.0
"smo_iskreno",1.0,1.0
